,matched_rel,original_rel,company_label,matched_rel_only
173,,"Our 2021 carbon offset portfolio included projects such as renewable energy, landfill gas and preventing deforestation.",0016,
174,,"In order to achieve our net zero goal in 2050, we intend to utilize removal-based projects that will help propel the development and execution of direct air capture and carbon sequestration technologies.",0016,
175,,"Delta purchased nearly 12M metric tons of offsets dedicated to preventing deforestation AVOIDANCE: Includes projects that work to avoid the release of emissions, e.g.",0016,
176,"('Carbon Capture and Storage 2.', 96)","protecting forests • REDD+: Reducing Emissions from Deforestation and Forest Degradation • LULUCF: Land Use, Land Use Change and Forestry REDUCTION: Includes technologies or projects that increase the availability of renewable energy and convert waste into energy • Energy Capture • Renewable Energy: projects like solar- and wind-generated power installations REMOVAL: Involves projects to remove CO2 from the atmosphere and store it • Carbon Capture and Storage (CCS) • Afforestation OFFSET PROJECT TYPES REDUCTION AVOIDANCE REMOVAL (Carbon Capture and Storage (CCS) & Afforestation ) (REDD+, LULUCF) (Energy Capture & Renewable Energy) 50% 44% 6%",0016,Carbon Capture and Storage 2.
177,"('supply and excellence in energy efﬁ ciency.', 100)",Reduce greenhouse gas emissions by 15% through 50% renewable-energy supply and excellence in energy efﬁ ciency.,0017,supply and excellence in energy efﬁ ciency.
178,,meet customer needs and reduce greenhouse gas emissions.,0017,
179,"('for more than a decade.', 91)","In 2021, John Deere launched the C770 Cotton Harvesters, which are the culmination of more than a decade-long journey that started in 2009 to revolutionize cotton harvesting.",0017,for more than a decade.
180,,These machines represent most signiﬁ cant advancement in The beneﬁ ts of the C770 include an impressive 20-percent fuel savings through efﬁ cient engine technology and machine design — reducing fuel costs for the customer and lowering greenhouse gas emissions for the environment — and a completely redesigned baler system.,0017,
181,"('Used by harvesters in the felling (or cutting) stage and on forwarders for extractions, IBC is a technology that enables operators to control the boom on our machines as if it is a human arm.', 100)",enables operators to control the boom on our machines as if it is a human arm.,0017,"Used by harvesters in the felling (or cutting) stage and on forwarders for extractions, IBC is a technology that enables operators to control the boom on our machines as if it is a human arm."
182,"('The controls used for reaching and securing trees for harvest intuitively mirror how that piece of equipment might function if it was actually the operator’s arm.', 100)",The controls used for reaching and securing trees for harvest intuitively mirror how that piece of equipment might function if it was actually the operator’s arm.,0017,The controls used for reaching and securing trees for harvest intuitively mirror how that piece of equipment might function if it was actually the operator’s arm.
183,"('This allows the operator to be 10-percent more efﬁ cient, which translates into both fuel and time savings.', 100)","This allows the operator to be 10-percent more efﬁ cient, which translates into both fuel and time savings.",0017,"This allows the operator to be 10-percent more efﬁ cient, which translates into both fuel and time savings."
184,"('And we are on a path to exceed this goal.', 100)",And we are on a path to exceed this goal.,0017,And we are on a path to exceed this goal.
185,"('In 2021, we achieved 20-percent reduction in GHG emissions from 2017 baseline and 40.5-percent renewable electricity.¹ Key drivers of the reductions we saw this year included: the implementation of more than 40 energy-efﬁ ciency projects globally, in lighting and controls, compressed air, and manufacturing processes; the continued greening of our electricity supply; and an employee focus on eliminating energy waste.', 100)","In 2021, we achieved 20-percent reduction in GHG emissions from 2017 baseline and 40.5-percent renewable electricity.¹ Key drivers of the reductions we saw this year included: the implementation of more than 40 energy-efﬁ ciency projects globally, in lighting and controls, compressed air, and manufacturing processes; the continued greening of our electricity supply; and an employee focus on eliminating energy waste.",0017,"In 2021, we achieved 20-percent reduction in GHG emissions from 2017 baseline and 40.5-percent renewable electricity.¹ Key drivers of the reductions we saw this year included: the implementation of more than 40 energy-efﬁ ciency projects globally, in lighting and controls, compressed air, and manufacturing processes; the continued greening of our electricity supply; and an employee focus on eliminating energy waste."
186,"('For 2021, our enterprise Scope 1 GHG emissions were 403,300 metric tons and our Scope 2 GHG emissions were 407,700 metric tons.', 100)","For 2021, our enterprise Scope 1 GHG emissions were 403,300 metric tons and our Scope 2 GHG emissions were 407,700 metric tons.",0017,"For 2021, our enterprise Scope 1 GHG emissions were 403,300 metric tons and our Scope 2 GHG emissions were 407,700 metric tons."
187,,"% Renewable Electricity1,2 40.5% % of Waste Recycled3 83%",0017,
188,,"An excellent example is our Solstice® line of low global warming potential refrigerants, propellants, and solvents.",0018,
189,"('tons of carbon dioxide equivalent from the atmosphere.', 100)","Just that product line alone has helped us - and our customers, avoid potential emissions of more than 200 million metric tons of carbon dioxide equivalent from the atmosphere.",0018,tons of carbon dioxide equivalent from the atmosphere.
190,"('at our facilities, resulting in $100 million in annualized savings.', 100)","Since project tracking began in 2010, more than 5,700 efficiency projects, including building automation and controls, lighting, and mechanical upgrades have been implemented at our facilities, resulting in $100 million in annualized savings.",0018,"at our facilities, resulting in $100 million in annualized savings."
191,"('APPROXIMATELY 70% IMPROVEMENT IN ENERGY EFFICIENCY SINCE 2004 Phoenix, Arizona Efficiency projects installed at our site include site-wide LED lighting, new variable frequency drives, upgrades to HVAC controls, and compressed air leak detection and repair, all estimated to save nearly 20% of the site’s GHG emissions.', 100)","Efficiency projects installed at our site include site-wide LED lighting, new variable frequency drives, upgrades to HVAC controls, and compressed air leak detection and repair, all estimated to save nearly 20% of the site’s GHG emissions.",0018,"APPROXIMATELY 70% IMPROVEMENT IN ENERGY EFFICIENCY SINCE 2004 Phoenix, Arizona Efficiency projects installed at our site include site-wide LED lighting, new variable frequency drives, upgrades to HVAC controls, and compressed air leak detection and repair, all estimated to save nearly 20% of the site’s GHG emissions."
192,,Our site implemented LED lighting in the production area and completed renewal projects for their steam traps and absorption cooling system with an estimated savings of 8% of the site’s GHG emissions.,0018,
193,"('Seelze, Germany Trieste, Italy Our site implemented LED lighting in the production area and completed Our site installed 1,152 solar modules with a total capacity of 426 kWp.', 100)","Our site installed 1,152 solar modules with a total capacity of 426 kWp.",0018,"Seelze, Germany Trieste, Italy Our site implemented LED lighting in the production area and completed Our site installed 1,152 solar modules with a total capacity of 426 kWp."
194,"('from the site and offset approximately 35% of energy use from the grid.', 100)",The now fully operational array is expected to reduce significant GHG emissions from the site and offset approximately 35% of energy use from the grid.,0018,from the site and offset approximately 35% of energy use from the grid.
195,"('Ultimately, this increases HVAC efficiency and is expected to save energy usage by 5% while improving user comfort.', 100)","Ultimately, this increases HVAC efficiency and is expected to save energy usage by 5% while improving user comfort.",0018,"Ultimately, this increases HVAC efficiency and is expected to save energy usage by 5% while improving user comfort."
196,"('By 2025, our goal is to achieve carbon neutrality across our operations—for our Scope 1 and 2 emissions (the fossil fuels we burn on site and the electricity we purchase).', 88)",2050 3M’s goal is to achieve carbon neutrality by,0019,"By 2025, our goal is to achieve carbon neutrality across our operations—for our Scope 1 and 2 emissions (the fossil fuels we burn on site and the electricity we purchase)."
197,,"Goal: improve energy efficiency, indexed to net sales, by 30% by 2025 Goal: increase renewable energy to 50% of total electricity use by 2025 In 2019, we achieved our 2025 goal by surpassing 25% renewable electricity.",0019,
198,,"As part of our strategic focus on empowering Science for Climate, we increased our interim target from 25% to 50% renewable electricity by 2025, toward our ultimate goal of 100% renewable electricity by 2050.",0019,
199,"('Scope 1 and 2 Market.', 100)","Goal: reduce Scope 1 and 2 market-based GHG emissions from our 2019 baseline by at least 50% by 2030, 80% by 2040, and be 100% carbon neutral in our operations by 2050",0019,Scope 1 and 2 Market.
200,,"As of 2021, 3M improved energy efficiency, indexed to net sales, by 14.2% toward a goal of 30% by 2025 In 2019, we achieved our 2025 goal by surpassing 25% renewable electricity.",0019,
201,"('158 Site spotlights Who we are How we work What we create About report 3M 2022 Global Impact Report | #improvinglives Indexed global energy use Global energy use MWh per MM $USD net sales MWh 400 10,000,000 8,000,000 300 6,000,000 200 4,000,000 100 2,000,000 0 0 2005 2010 2015 2017 2018 2019 2020 2021 2005 2010 2015 2017 2018 2019 2020 2021 Direct (Scope 1) and Global Electricity Consumption indirect (Scope 2) MWh greenhouse gas emissions 3,500,000 3M has reduced Scope 1 GHG emissions 3,000,000 by 82.3% since 2002, providing a direct and immediate reduction of 2,500,000 our carbon emissions.', 85)","3M has reduced Scope 1 GHG emissions by 82.3% since 2002, providing a direct and immediate reduction of our carbon emissions.",0019,"158 Site spotlights Who we are How we work What we create About report 3M 2022 Global Impact Report | #improvinglives Indexed global energy use Global energy use MWh per MM $USD net sales MWh 400 10,000,000 8,000,000 300 6,000,000 200 4,000,000 100 2,000,000 0 0 2005 2010 2015 2017 2018 2019 2020 2021 2005 2010 2015 2017 2018 2019 2020 2021 Direct (Scope 1) and Global Electricity Consumption indirect (Scope 2) MWh greenhouse gas emissions 3,500,000 3M has reduced Scope 1 GHG emissions 3,000,000 by 82.3% since 2002, providing a direct and immediate reduction of 2,500,000 our carbon emissions."
202,"('During this same timeframe, we achieved a 75.0% 2,000,000 reduction in absolute Scope 1 and 2 location-based GHG emissions.', 91)","During this same timeframe, we achieved a 75.0% reduction in absolute Scope 1 and 2 location-based GHG emissions.",0019,"During this same timeframe, we achieved a 75.0% 2,000,000 reduction in absolute Scope 1 and 2 location-based GHG emissions."
203,"('Scope 1 and 2 Market.', 100)","Since 2019, 3M reduced Scope 1 GHG emissions by 26.4%, and achieved a 26.1% reduction in absolute Scope 1 and 2 market-based GHG emissions.",0019,Scope 1 and 2 Market.
204,,"GHG emission reductions are achieved through a variety of methods: improving process and equipment efficiency, upgrading equipment, reducing our demand for energy use, increasing our use of renewable electricity, and implementing and maintaining emission control technologies.",0019,
205,"('In 2019, Union Pacific reduced its target scope GHG emissions by roughly 10% from its baseline in 2018 due to improvements in operating efficiency.', 100)","In 2019, Union Pacific reduced its target scope GHG emissions by roughly 10% from its baseline in 2018 due to improvements in operating efficiency.",0020,"In 2019, Union Pacific reduced its target scope GHG emissions by roughly 10% from its baseline in 2018 due to improvements in operating efficiency."
206,"('In 2020, Union Pacific further reduced its target scope GHG emissions by another 10% from its base year.', 100)","In 2020, Union Pacific further reduced its target scope GHG emissions by another 10% from its base year.",0020,"In 2020, Union Pacific further reduced its target scope GHG emissions by another 10% from its base year."
207,"('The reduction in 2020 was largely driven by decreased volumes as a result of the COVID-19 pandemic.', 100)",The reduction in 2020 was largely driven by decreased volumes as a result of the COVID-19 pandemic.,0020,The reduction in 2020 was largely driven by decreased volumes as a result of the COVID-19 pandemic.
208,"('As we now turn our focus toward growth, we anticipate we’ll have to rely on more than operational efficiencies to achieve our goals.', 100)","As we now turn our focus toward growth, we anticipate we’ll have to rely on more than operational efficiencies to achieve our goals.",0020,"As we now turn our focus toward growth, we anticipate we’ll have to rely on more than operational efficiencies to achieve our goals."
209,"('At the same time, we have retired about 2,500 older, less fuel-efficient locomotives, which reduced our total fleet by approximately 35%.', 100)","At the same time, we have retired about 2,500 older, less fuel-efficient locomotives, which reduced our total fleet by approximately 35%.",0020,"At the same time, we have retired about 2,500 older, less fuel-efficient locomotives, which reduced our total fleet by approximately 35%."
210,,"Nearly 175 high- and low-horsepower locomotives were overhauled in 2020, meaning they were completely rebuilt to meet more stringent emissions standards.",0020,
211,"('Each modernization results in an approximate 53% reduction in emissions and an additional 5% reduction in fuel future years.', 93)",Each modernization results in an approximate 53% reduction in emissions and an additional 5% reduction in fuel consumption per engine.,0020,Each modernization results in an approximate 53% reduction in emissions and an additional 5% reduction in fuel future years.
212,"('Our Energy Management System (EMS) on locomotives helps us identify opportunities to save fuel.', 100)",Our Energy Management System (EMS) on locomotives helps us identify opportunities to save fuel.,0020,Our Energy Management System (EMS) on locomotives helps us identify opportunities to save fuel.
213,"('EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.', 100)",EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.,0020,EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.
214,"('We estimate that EMS will reduce our absolute GHG emissions by 4% annually by 2025.', 100)",We estimate that EMS will reduce our absolute GHG emissions by 4% annually by 2025.,0020,We estimate that EMS will reduce our absolute GHG emissions by 4% annually by 2025.
215,"('Additional management actions have allowed us to further reduce overall locomotive energy consumption by 1.5% from 2018 to 2020.', 100)",Additional management actions have allowed us to further reduce overall locomotive energy consumption by 1.5% from 2018 to 2020.,0020,Additional management actions have allowed us to further reduce overall locomotive energy consumption by 1.5% from 2018 to 2020.
216,"('In 2020, we estimate that our customers eliminated approximately 21.9 million metric tons of GHG emissions by choosing As the volume of recycled plastic Shipping these products by rail instead rail over truck transportation.', 87)","In 2020, we estimate that our customers eliminated approximately 21.9 million metric tons of GHG emissions by choosing rail over truck transportation.",0020,"In 2020, we estimate that our customers eliminated approximately 21.9 million metric tons of GHG emissions by choosing As the volume of recycled plastic Shipping these products by rail instead rail over truck transportation."
217,,That’s the equivalent of removing 4.32 million cars from our highways or planting 335 million trees.,0020,
218,,"Progress Rail approved the use of up to 20% biodiesel blend in the vast majority of Electro-Motive Diesel (EMD) locomotives we operate Introduced Genset and Green Goat locomotives for service in California, Texas and Chicago, with fuel-savings of more than 20% compared to diesel locomotives in similar use reduce the size of our , which allows us to retire our",0020,
219,,"We replaced 160 light fixtures with LED lights in our Fort Worth locomotive shop to save annually approximately 425,000 kWh.",0020,
220,"('in our North Platte Supply Department, replacing 47 fixtures to save annually approximately 100,000 kWh.', 100)","We completed a similar project in our North Platte Supply Department, replacing 47 fixtures to save annually approximately 100,000 kWh.",0020,"in our North Platte Supply Department, replacing 47 fixtures to save annually approximately 100,000 kWh."
221,,We affirm our ambitious target of a more than 30% reduction in greenhouse gas emissions related to sales of petroleum prod- ucts (Scope 3 Oil) by 2030 compared to 2015.,0021,
222,"('our operated assets by 2025, before eliminating flaring com- pletely by 2030.', 100)","To that, we add phased targets for reducing methane emissions (50% from 2020 levels by 2025 and 80% from 2020 levels by 2030) to move towards zero methane and an objective of less than 0.1 million cubic meters per day for routine gas flaring at our operated assets by 2025, before eliminating flaring com- pletely by 2030.",0021,"our operated assets by 2025, before eliminating flaring com- pletely by 2030."
223,"('Excluding the impact of Covid-19.', 100)","otalEnergies is reducing the share of petro- leum products in its sales mix, from 65% in 2015 to 44% in 2021 (excluding the impact of Covid-19), and a targeted 30% in 2030.",0021,Excluding the impact of Covid-19.
224,,The Company aims to produce 2 TWh per year of biomethane starting in 2025 and over 5 TWh per year by 2030 worldwide.,0021,
225,,"In early 2021, TotalEnergies became a major player in biogas in France by acquiring Fonroche Biogaz, with 500 GWh of installed capacity.",0021,
226,,"The facility will use livestock manure from dairy farms to produce more than 40 GWh per year of biomethane; as a result, 45 kt of CO2e emissions will be avoided each year.",0021,
227,,"— TotalEnergies, working with Engie, is developing the MassHylia green hydrogen project at the La Mède biorefinery.",0021,
228,,It will be supplied by solar and wind farms with capacity of almost 300 MW.,0021,
229,,"The 125 MW electrolyzer will produce over 10,000 tons of green hydrogen a year, meeting the needs of the biorefinery and reducing its emissions by 140,000 tCO2/year.",0021,
230,"('capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.', 100)","• At the Zeeland refinery, the Company plans to capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.",0021,capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.
231,"('It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.', 100)",It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.,0021,It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.
232,,A unit to produce sustainable aviation fuels that emit less than half the CO2 of their fossil equivalents and incorporate over 90% waste materials.,0021,
233,"('tric power needs of 30,000 people.', 100)","Two 25 MW photovoltaic power plants, equivalent to the elec- tric power needs of 30,000 people.",0021,"tric power needs of 30,000 people."
234,,"Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom), Yunlin (Taiwan), five onshore wind projects in France with a total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity.",0021,
235,,The Company's strategy of focusing new oil investments on low carbon intensity projects also led it to exit from extra heavy crude oil assets in Venezuela's Orinoco Belt in 2021.,0021,
236,,"Even if carbon pricing does not currently apply in all of the Company's host countries, TotalEnergies includes, as a base case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the assumption of a linear increase to $100 per ton as from 2030.",0021,
237,"('The by 2050, together with society.', 94)","Scope 1+2 – Net Zero by 2050 Scope 3 – Net Zero by 2050, together with society REDUCE OUR EMISSIONS Achieve zero routine flaring by 2030 and less than 0.1 Mm3/d by 2025.",0021,"The by 2050, together with society."
238,,Decarbonize our electricity purchases in Europe and the United States (Scope 2) by 2025.,0021,
239,"('• Develop a carbon storage offer for our customers with capacity exceeding OFFSET RESIDUAL EMISSIONS 10 Mt/year by 20305.', 85)",Develop a carbon storage offer for our customers with capacity exceeding 10 Mt/year by 20305.,0021,• Develop a carbon storage offer for our customers with capacity exceeding OFFSET RESIDUAL EMISSIONS 10 Mt/year by 20305.
240,"('• Develop a CCS capacity of more than 10 Mt/y by 20305.', 100)",Develop a CCS capacity of more than 10 Mt/y by 20305.,0021,• Develop a CCS capacity of more than 10 Mt/y by 20305.
241,"('Commissioner for Energy Kadri Simson said: final conclusion (the Glasgow Climate Pact) and through the “We are also proposing strict rules on methane Global Methane Pledge, a commitment by 105 countries, led emissions from gas, oil and coal, to reduce emissions by the United States and the European Union1, to reduce their in these sectors by 80% by 2030 and to trigger action methane emissions by 30% from 2020 levels by 2030. on methane outside the EU”.', 90)",Reduce emissions by 80% from 2020 levels by 2030.,0021,"Commissioner for Energy Kadri Simson said: final conclusion (the Glasgow Climate Pact) and through the “We are also proposing strict rules on methane Global Methane Pledge, a commitment by 105 countries, led emissions from gas, oil and coal, to reduce emissions by the United States and the European Union1, to reduce their in these sectors by 80% by 2030 and to trigger action methane emissions by 30% from 2020 levels by 2030. on methane outside the EU”."
242,,Maintain methane intensity of operated gas installations below 0.1%.,0021,
243,"('than 5 Mt/y by 2030.', 100)",Invest $100 million a year to develop natural carbon sink capacity of more than 5 Mt/y by 2030.,0021,than 5 Mt/y by 2030.
244,"('The by 2050, together with society.', 94)","PRODUCE MORE ENERGY FOR OUR CUSTOMERS WHILE REDUCING OUR PRODUCTS’ CARBON FOOTPRINT NET ZERO BY 2050, TOGETHER WITH SOCIETY In line with the objectives of the Paris Agreement",0021,"The by 2050, together with society."
245,"('2 The Company is taking action to: • Reduce emissions from its operated industrial facilities (Scope 1+2) by over 40% by 2030 and disclose the progress made at its operated and non- operated facilities.', 100)",Reduce emissions from its operated industrial facilities (Scope 1+2) by over 40% by 2030 and disclose the progress made at its operated and non- operated facilities.,0021,2 The Company is taking action to: • Reduce emissions from its operated industrial facilities (Scope 1+2) by over 40% by 2030 and disclose the progress made at its operated and non- operated facilities.
246,"('by at least 20% by 2030.', 87)","In early 2019, TotalEnergies announced its aim to reduce emissions from its operated facilities to less than 40 Mt by 2025 and set itself the target of cutting Scope 1&2 net emis- sions (including carbon sinks) for its operated activities by at least 40% in 2030 relative to 2015.",0021,by at least 20% by 2030.
247,,"Our levers The main route to achieving these objectives is developing emissions reduction projects on our industrial sites, using the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying renewable electricity and using CCS for residual emissions.",0021,
248,,"To reach our net emissions targets, nature based solutions (NBS1) will, by 2030, offset some of our emissions (5 to 10 Mt/y).",0021,
249,"('Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to 37.0 Mt (excluding the impact of Covid) in 2021 thanks to 120 emissions-reduction initiatives carried out across the Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).', 100)",Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to 37.0 Mt (excluding the impact of Covid) in 2021 thanks to 120 emissions-reduction initiatives carried out across the Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).,0021,Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to 37.0 Mt (excluding the impact of Covid) in 2021 thanks to 120 emissions-reduction initiatives carried out across the Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).
250,"('These data include the commissioning of two combined cycle gas turbine plants.', 100)",These data include the commissioning of two combined cycle gas turbine plants.,0021,These data include the commissioning of two combined cycle gas turbine plants.
251,"('than 200 downstream projects will yield reductions in Scope 1+2 emissions of 2.5 and 4.5 Mt of CO2 respectively.', 100)","By 2025, 160 upstream projects and more than 200 downstream projects will yield reductions in Scope 1+2 emissions of 2.5 and 4.5 Mt of CO2 respectively.",0021,than 200 downstream projects will yield reductions in Scope 1+2 emissions of 2.5 and 4.5 Mt of CO2 respectively.
252,,"— In 2020, TotalEnergies decided to aim for net zero emissions for all electricity purchases at its operated sites in Europe by 2025.",0021,
253,,"All In Europe, electricity will be provided by solar farms acquired in Spain in 2020, offering capacity of 5 GW and production of 10 TWh/year by 2025.",0021,
254,"('Six TWh/year our drillers at the Digital Factory provides a real-time will be routed to European sites under a PPA2.', 86)",Six TWh/year will be routed to European sites under a PPA2.,0021,Six TWh/year our drillers at the Digital Factory provides a real-time will be routed to European sites under a PPA2.
255,"('CO2 needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.', 98)","For the United States, in 2021 the Company acquired a portfolio of 2.2 GW in solar projects and 0.6 GW in battery storage projects to cover 100% of electricity needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.",0021,"CO2 needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites."
256,,It halved its operated methane emissions between 2010 and 2020.,0021,
257,"('In line with the Glasgow emissions from the coal, oil and gas industries agreements, the Company is setting new targets for the cur- between 2020 and 2030. rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030.', 85)","In line with the Glasgow agreements, the Company is setting new targets for the cur- rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030.",0021,"In line with the Glasgow emissions from the coal, oil and gas industries agreements, the Company is setting new targets for the cur- between 2020 and 2030. rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030."
258,"('The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.', 100)",The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.,0021,The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.
259,,"In 2021, the decline from the year before linked to reductions in venting came to 6 kt per year (projects in Gabon and the U.K.).",0021,
260,,"Reductions in flaring: In 2021, the decrease in flaring from 2020 reduced emissions by 1.8 kt per year.",0021,
261,,Leak reduction: annual campaigns to identify and repair leaks at all operated sites will be deployed starting in 2022.,0021,
262,,"In 2021, emissions declined by 4 kt as a result of leak reduction efforts, including a significant upgrade to the OML58 facility in Nigeria.",0021,
263,,"CO2, From 2010 to 2013, TotalEnergies developed a pilot project in Lacq, France, involving a complete CCS chain, in which carbon from a steam generator was captured using oxy-combustion technology (a European first) and then transported and stored in a depleted reservoir.",0021,
264,"('TotalEnergies allocated $100 million to and storage projects CCS research and projects in 2021, and by 2030 it expects to be — expanding storage capacity by around 10 Mt annually.', 85)","TotalEnergies allocated $100 million to CCS research and projects in 2021, and by 2030 it expects to be expanding storage capacity by around 10 Mt annually.",0021,"TotalEnergies allocated $100 million to and storage projects CCS research and projects in 2021, and by 2030 it expects to be — expanding storage capacity by around 10 Mt annually."
265,,"— In the Netherlands, the Company is studying a project to capture 900,000 tons/year of CO2 generated by the Zeeland refinery’s hydrogen plant as of 2026.",0021,
266,,The carbon would then be transported and stored as part of the Aramis project.,0021,
267,,"• In France, in July 2021, TotalEnergies joined with four other industrial companies in the Seine basin to launch development studies for carbon capture and maritime export infrastructure.",0021,
268,,"• In Belgium, the Company and its partners are studying the CO2 Antwerp@C project to collect and transport CO2 emissions from the Antwerp industrial port.",0021,
269,,"In all three cases, the CO2 would be stored in depeleted reservoirs in the North Sea.",0021,
270,"('• In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first CCS PROJECTS IN EUROPE large-scale carbon transport and storage project.', 92)","Developing transport and storage projects — • In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first large-scale carbon transport and storage project.",0021,"• In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first CCS PROJECTS IN EUROPE large-scale carbon transport and storage project."
271,,"Approved by the Norwegian government in 2020, the project is currently in the construction phase.",0021,
272,"('Phase 1: 1.5 Mt in 2024 CO2/year Phase 2: +3.5 Mt It will allow industrial emitters in Norway and CO2/year elsewhere in Europe to store their emissions.', 90)",It will allow industrial emitters in Norway and elsewhere in Europe to store their emissions.,0021,Phase 1: 1.5 Mt in 2024 CO2/year Phase 2: +3.5 Mt It will allow industrial emitters in Norway and CO2/year elsewhere in Europe to store their emissions.
273,,"• In the Netherlands, TotalEnergies and its partners are studying the Aramis project designed to develop a logistics chain and hub in the port of Rotterdam to transport CO2 to depleted offshore fields, some of which are operated by TotalEnergies.",0021,
274,,"• In the United Kingdom, the Company is working with its partners on the Northern Endurance Partnership transport and storage project, which aims to decarbonize the Teesside and Humberside industrial regions.",0021,
275,,"Backed by an average annual budget of $100 million between 2020 and 2030, TotalEnergies aims to build up a stock of 100 million credits1 and develop the annual capacity to produce at least 5 million credits a year as from 2030.",0021,
276,"('As of end-2021, TotalEnergies’ stock stood a little under 7 million Republic of the Congo certified credits.', 87)","As of end-2021, TotalEnergies’ stock stood a little under 7 million certified credits.",0021,"As of end-2021, TotalEnergies’ stock stood a little under 7 million Republic of the Congo certified credits."
277,"('The projects is included on the IUCN Green List.', 85)","— Since 2021, TotalEnergies and CIMA (Centro de Conservation, Investigacion y Manejo de Areas Naturales), a Peru-based NGO, have been working together in the Peruvian Amazon to fund projects for preserving the primary forest in Cordilleria Azul National Park, which spans 1.35 million hectares and is included on the IUCN Green List.",0021,The projects is included on the IUCN Green List.
278,,"Under the agreement, more than 15 Mt of CO2 equivalent will be prevented over ten years.",0021,
279,,"— In March 2021, TotalEnergies and Forêt Ressources Management signed a partnership agreement with the Republic of the Congo for a large-scale, inclusive agroforestry management project that will sequester more than 10 Mt of CO2.",0021,
280,,"In support of the European Union’s ambitions on the path toward carbon neutrality and in light of Europe’s weight in its Scope 3 emissions in 2015 (256 Mt out of 410 Mt), the Company has set a specific target of reducing its Scope 1+2+3 emissions in Europe by 30% in absolute terms over the same period, as the reduction in sales of petroleum products will focus particularly on Europe.",0021,
281,,"Our objectives for 2030 TotalEnergies has set a target for 2030 of reducing its global Scope 3 emissions – i.e., those from the energy products used by our customers – to below 2015 levels, even though over the same period the Company plans to produce and sell 30% more energy products due, in particular, to growth in sales of elec- tricity and LNG.",0021,
282,,"Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.",0021,
283,"('TotalEnergies is acting on two key links in that MANUFACTURING VALUE CHAIN value chain to spur adoption of EVs by its customers: Via wholly owned affiliate Saft Deployment of charging infrastructure In Europe • 150,000 charge points worldwide by 2025.', 87)","Deployment of charging infrastructure • 150,000 charge points worldwide by 2025.",0021,"TotalEnergies is acting on two key links in that MANUFACTURING VALUE CHAIN value chain to spur adoption of EVs by its customers: Via wholly owned affiliate Saft Deployment of charging infrastructure In Europe • 150,000 charge points worldwide by 2025."
284,"('• 300 service stations on motorways and major roads and WHO?', 95)",• 300 service stations on motorways and major roads and 600 urban service stations with high power chargers (HPC) by 2030 to support e-mobility travel in Europe.,0021,• 300 service stations on motorways and major roads and WHO?
