,matched_rel,original_rel,company_label,matched_rel_only
176,"('2019 100% 90% 53% 67% 71% 29% 0% 50% 2020 2021 2022 Goal 2018 (BASE YEAR) 1.32 4.0 3.2 2.4 1.6 0.8 0.0 # of Recordable Incidents  Per 100 Employees 1.65 1.68 BLS* *BLS = Bureau of Labor Statistics - NAICS 333 - Machinery Manufacturing Note: BLS data based on a calendar year 2019 2020 2021 2022 SUSTAINABLE ENERGY USE¹ GREENHOUSE GAS EMISSIONS (mtCO2e) RENEWABLE ELECTRICITY 2018 2018 1M 800K 60% 50% 29.2% 40.5% 22.3% 23.8% 23.5% 1,009,000 1,025,000 977,200 840,500 811,000 15% REDUCTION 850,000 400K 20% 0% 200K 0 600K 40% 2019 2019 2020 2020 2021 2021 from Base Year 2022 2022 Goal Goal 2017 (BASE YEAR) 20% Reduce greenhouse gas emissions by 15% through 50% renewable-energy  supply and excellence in energy efﬁ ciency.', 99)",Reduce greenhouse gas emissions by 15% through 50% renewable-energy supply and excellence in energy efﬁ ciency.,Deere,"2019 100% 90% 53% 67% 71% 29% 0% 50% 2020 2021 2022 Goal 2018 (BASE YEAR) 1.32 4.0 3.2 2.4 1.6 0.8 0.0 # of Recordable Incidents  Per 100 Employees 1.65 1.68 BLS* *BLS = Bureau of Labor Statistics - NAICS 333 - Machinery Manufacturing Note: BLS data based on a calendar year 2019 2020 2021 2022 SUSTAINABLE ENERGY USE¹ GREENHOUSE GAS EMISSIONS (mtCO2e) RENEWABLE ELECTRICITY 2018 2018 1M 800K 60% 50% 29.2% 40.5% 22.3% 23.8% 23.5% 1,009,000 1,025,000 977,200 840,500 811,000 15% REDUCTION 850,000 400K 20% 0% 200K 0 600K 40% 2019 2019 2020 2020 2021 2021 from Base Year 2022 2022 Goal Goal 2017 (BASE YEAR) 20% Reduce greenhouse gas emissions by 15% through 50% renewable-energy  supply and excellence in energy efﬁ ciency."
178,"('In 2021, John Deere launched  the C770 Cotton Harvesters, which are the culmination of  more than a decade-long journey that started in 2009 to  revolutionize cotton harvesting.', 85)","the C770 Cotton Harvesters, more than a decade-long journey that started in 2009 to revolutionize cotton harvesting.",Deere,"In 2021, John Deere launched  the C770 Cotton Harvesters, which are the culmination of  more than a decade-long journey that started in 2009 to  revolutionize cotton harvesting."
179,"('The beneﬁ ts of the C770 include an impressive 20-percent  fuel savings through efﬁ cient engine technology and machine  design — reducing fuel costs for the customer and lowering  greenhouse gas emissions for the environment — and a  completely redesigned baler system.', 99)",These machines represent most signiﬁ cant advancement in The beneﬁ ts of the C770 include an impressive 20-percent fuel savings through efﬁ cient engine technology and machine design — reducing fuel costs for the customer and lowering greenhouse gas emissions for the environment — and a completely redesigned baler system.,Deere,The beneﬁ ts of the C770 include an impressive 20-percent  fuel savings through efﬁ cient engine technology and machine  design — reducing fuel costs for the customer and lowering  greenhouse gas emissions for the environment — and a  completely redesigned baler system.
182,"('This allows the operator to be 10-percent more efﬁ cient, which  translates into both fuel and time savings.', 99)","This allows the operator to be 10-percent more efﬁ cient, which translates into both fuel and time savings.",Deere,"This allows the operator to be 10-percent more efﬁ cient, which  translates into both fuel and time savings."
183,"('And we are on a path to exceed this goal.', 100)",And we are on a path to exceed this goal.,Deere,And we are on a path to exceed this goal.
184,"('In 2021, we achieved 20-percent reduction in GHG emissions from  2017 baseline and 40.5-percent renewable electricity.¹ Key drivers  of the reductions we saw this year included: the implementation  of more than 40 energy-efﬁ ciency projects globally, in lighting  and controls, compressed air, and manufacturing processes; the  continued greening of our electricity supply; and an employee  focus on eliminating energy waste.', 99)","In 2021, we achieved 20-percent reduction in GHG emissions from 2017 baseline and 40.5-percent renewable electricity.¹ Key drivers of the reductions we saw this year included: the implementation  of more than 40 energy-efﬁ ciency projects globally, in lighting and controls, compressed air, and manufacturing processes; the continued greening of our electricity supply; and an employee focus on eliminating energy waste.",Deere,"In 2021, we achieved 20-percent reduction in GHG emissions from  2017 baseline and 40.5-percent renewable electricity.¹ Key drivers  of the reductions we saw this year included: the implementation  of more than 40 energy-efﬁ ciency projects globally, in lighting  and controls, compressed air, and manufacturing processes; the  continued greening of our electricity supply; and an employee  focus on eliminating energy waste."
185,"('For 2021, our enterprise Scope  1 GHG emissions were 403,300 metric tons and our Scope 2 GHG  emissions were 407,700 metric tons.', 98)","For 2021, our enterprise Scope 1 GHG emissions were 403,300 metric tons and our Scope 2 GHG emissions were 407,700 metric tons.",Deere,"For 2021, our enterprise Scope  1 GHG emissions were 403,300 metric tons and our Scope 2 GHG  emissions were 407,700 metric tons."
187,"('An excellent example is our  Solstice® line of low global warming potential refrigerants, propellants,  and solvents.', 98)","An excellent example is our Solstice® line of low global warming potential refrigerants, propellants, and solvents.",Honeywell,"An excellent example is our  Solstice® line of low global warming potential refrigerants, propellants,  and solvents."
188,"('Just that product line alone has helped us - and our  customers, avoid potential emissions of more than 200 million metric  tons of carbon dioxide equivalent from the atmosphere.', 99)","Just that product line alone has helped us - and our customers, avoid potential emissions of more than 200 million metric tons of carbon dioxide equivalent from the atmosphere.",Honeywell,"Just that product line alone has helped us - and our  customers, avoid potential emissions of more than 200 million metric  tons of carbon dioxide equivalent from the atmosphere."
189,"('Since project tracking began in  2010, more than 5,700 efficiency projects, including building automation  and controls, lighting, and mechanical upgrades have been implemented  at our facilities, resulting in $100 million in annualized savings.', 99)","Since project tracking began in 2010, more than 5,700 efficiency projects, including building automation and controls, lighting, and mechanical upgrades have been implemented at our facilities, resulting in $100 million in annualized savings.",Honeywell,"Since project tracking began in  2010, more than 5,700 efficiency projects, including building automation  and controls, lighting, and mechanical upgrades have been implemented  at our facilities, resulting in $100 million in annualized savings."
190,"('For example: Phoenix, Arizona  Efficiency projects installed at our site include site-wide LED lighting,  new\xa0variable frequency drives, upgrades to HVAC controls, and compressed  air leak detection and repair, all estimated to save nearly 20% of the site’s  GHG emissions.', 99)","Efficiency projects installed at our site include site-wide LED lighting, new variable frequency drives, upgrades to HVAC controls, and compressed air leak detection and repair, all estimated to save nearly 20% of the site’s GHG emissions.",Honeywell,"For example: Phoenix, Arizona  Efficiency projects installed at our site include site-wide LED lighting,  new variable frequency drives, upgrades to HVAC controls, and compressed  air leak detection and repair, all estimated to save nearly 20% of the site’s  GHG emissions."
191,"('Seelze, Germany  Our site implemented LED lighting in the production area and completed  renewal projects for their steam traps and absorption cooling system  with an estimated savings of 8% of the site’s GHG emissions.', 99)",Our site implemented LED lighting in the production area and completed renewal projects for their steam traps and absorption cooling system with an estimated savings of 8% of the site’s GHG emissions.,Honeywell,"Seelze, Germany  Our site implemented LED lighting in the production area and completed  renewal projects for their steam traps and absorption cooling system  with an estimated savings of 8% of the site’s GHG emissions."
192,"('Trieste, Italy  Our site installed 1,152 solar modules with a total capacity of 426 kWp.', 100)","Our site installed 1,152 solar modules with a total capacity of 426 kWp.",Honeywell,"Trieste, Italy  Our site installed 1,152 solar modules with a total capacity of 426 kWp."
193,"('The  now fully operational array is expected to reduce significant GHG emissions  from the site and offset approximately 35% of energy use from the grid.', 99)",The now fully operational array is expected to reduce significant GHG emissions from the site and offset approximately 35% of energy use from the grid.,Honeywell,The  now fully operational array is expected to reduce significant GHG emissions  from the site and offset approximately 35% of energy use from the grid.
194,"('Ultimately, this increases HVAC efficiency and is expected  to save energy usage by 5% while improving user comfort.', 99)","Ultimately, this increases HVAC efficiency and is expected to save energy usage by 5% while improving user comfort.",Honeywell,"Ultimately, this increases HVAC efficiency and is expected  to save energy usage by 5% while improving user comfort."
195,"('Our goal is to achieve  carbon neutrality by 2050  and reduce water use by 25% by 2030 at our facilities Site spotlights Who we are How we work What we create About report 134 3M 2022 Global Impact Report | #improvinglives', 92)",3M’s goal is to achieve carbon neutrality by 2050,3M,Our goal is to achieve  carbon neutrality by 2050  and reduce water use by 25% by 2030 at our facilities Site spotlights Who we are How we work What we create About report 134 3M 2022 Global Impact Report | #improvinglives
196,"('In 2019, we achieved our  2025 goal by surpassing 25%  renewable electricity.', 99)","Goal: improve energy efficiency, indexed to net sales, by 30% by 2025 Goal: increase renewable energy to 50% of total electricity use by 2025 In 2019, we achieved our 2025 goal by surpassing 25% renewable electricity.",3M,"In 2019, we achieved our  2025 goal by surpassing 25%  renewable electricity."
197,"('Scope 1 and 2 Market.', 100)","Goal: reduce Scope 1 and 2 market-based GHG emissions from our 2019 baseline by at least 50% by 2030, 80% by 2040, and be 100% carbon neutral in our operations by 2050 As part of our strategic focus on empowering Science for Climate, we increased our interim target from 25% to 50% renewable electricity by 2025, toward our ultimate goal of 100% renewable electricity by 2050.",3M,Scope 1 and 2 Market.
199,"('Global energy use MWh 8,000,000 6,000,000 4,000,000 2,000,000 10,000,000 2018 2019 2021 2020 2017 2010 2015 2005 0 Indexed global energy use MWh per MM $USD net sales 100 200 300 400 2017 2019 2020 2021 2018 2015 2010 2005 0 1,500,000 500,000 2,000,000 1,000,000 3,000,000 3,500,000 2019 2018 2020 2021 2015 0 2,500,000 2017 2016 Non-renewable  sources Renewable  sources Global Electricity Consumption MWh Direct (Scope 1) and  indirect (Scope 2)  greenhouse gas emissions  3M has reduced Scope 1 GHG emissions  by 82.3% since 2002, providing a  direct and immediate reduction of  our carbon emissions.', 98)","3M has reduced Scope 1 GHG emissions by 82.3% since 2002, providing a direct and immediate reduction of our carbon emissions.",3M,"Global energy use MWh 8,000,000 6,000,000 4,000,000 2,000,000 10,000,000 2018 2019 2021 2020 2017 2010 2015 2005 0 Indexed global energy use MWh per MM $USD net sales 100 200 300 400 2017 2019 2020 2021 2018 2015 2010 2005 0 1,500,000 500,000 2,000,000 1,000,000 3,000,000 3,500,000 2019 2018 2020 2021 2015 0 2,500,000 2017 2016 Non-renewable  sources Renewable  sources Global Electricity Consumption MWh Direct (Scope 1) and  indirect (Scope 2)  greenhouse gas emissions  3M has reduced Scope 1 GHG emissions  by 82.3% since 2002, providing a  direct and immediate reduction of  our carbon emissions."
200,"('During this  same timeframe, we achieved a 75.0%  reduction in absolute Scope 1 and 2  location-based GHG emissions.', 97)","During this same timeframe, we achieved a 75.0% reduction in absolute Scope 1 and 2 location-based GHG emissions.",3M,"During this  same timeframe, we achieved a 75.0%  reduction in absolute Scope 1 and 2  location-based GHG emissions."
202,"('GHG  emission reductions are achieved  through a variety of methods:  improving process and equipment  efficiency, upgrading equipment,  reducing our demand for energy  use, increasing our use of renewable  electricity, and implementing  and maintaining emission control  technologies.', 97)","GHG emission reductions are achieved through a variety of methods: improving process and equipment efficiency, upgrading equipment, reducing our demand for energy use, increasing our use of renewable electricity, and implementing and maintaining emission control technologies.",3M,"GHG  emission reductions are achieved  through a variety of methods:  improving process and equipment  efficiency, upgrading equipment,  reducing our demand for energy  use, increasing our use of renewable  electricity, and implementing  and maintaining emission control  technologies."
203,"('In 2019, Union Pacific reduced its target scope GHG emissions  by roughly 10% from its baseline in 2018 due to improvements in  operating efficiency.', 99)","In 2019, Union Pacific reduced its target scope GHG emissions by roughly 10% from its baseline in 2018 due to improvements in operating efficiency.",UnionPacific,"In 2019, Union Pacific reduced its target scope GHG emissions  by roughly 10% from its baseline in 2018 due to improvements in  operating efficiency."
204,"('In 2020, Union Pacific further reduced its  target scope GHG emissions by another 10% from its base year.', 99)","In 2020, Union Pacific further reduced its target scope GHG emissions by another 10% from its base year.",UnionPacific,"In 2020, Union Pacific further reduced its  target scope GHG emissions by another 10% from its base year."
205,"('The reduction in 2020 was largely driven by decreased volumes as a  result of the COVID-19 pandemic.', 99)",The reduction in 2020 was largely driven by decreased volumes as a result of the COVID-19 pandemic.,UnionPacific,The reduction in 2020 was largely driven by decreased volumes as a  result of the COVID-19 pandemic.
206,"('As we now turn our focus toward  growth, we anticipate we’ll have to rely on more than operational  efficiencies to achieve our goals.', 98)","As we now turn our focus toward growth, we anticipate we’ll have to rely on more than operational efficiencies to achieve our goals.",UnionPacific,"As we now turn our focus toward  growth, we anticipate we’ll have to rely on more than operational  efficiencies to achieve our goals."
207,"('At the  same time, we have retired about 2,500 older, less fuel-efficient  locomotives, which reduced our total fleet by approximately 35%.', 99)","At the same time, we have retired about 2,500 older, less fuel-efficient locomotives, which reduced our total fleet by approximately 35%.",UnionPacific,"At the  same time, we have retired about 2,500 older, less fuel-efficient  locomotives, which reduced our total fleet by approximately 35%."
208,"('  Union Pacific  |  Climate Action Plan     9 Nearly 175 high- and low-horsepower locomotives were overhauled  in 2020, meaning they were completely rebuilt to meet more stringent  emissions standards.', 99)","Nearly 175 high- and low-horsepower locomotives were overhauled in 2020, meaning they were completely rebuilt to meet more stringent emissions standards.",UnionPacific,"  Union Pacific  |  Climate Action Plan     9 Nearly 175 high- and low-horsepower locomotives were overhauled  in 2020, meaning they were completely rebuilt to meet more stringent  emissions standards."
209,"('Each modernization results in an approximate  53% reduction in emissions and an additional 5% reduction in fuel  consumption per engine.', 98)",Each modernization results in an approximate 53% reduction in emissions and an additional 5% reduction in fuel consumption per engine.,UnionPacific,Each modernization results in an approximate  53% reduction in emissions and an additional 5% reduction in fuel  consumption per engine.
210,"('Our Energy Management System (EMS) on locomotives helps us  identify opportunities to save fuel.', 99)",Our Energy Management System (EMS) on locomotives helps us identify opportunities to save fuel.,UnionPacific,Our Energy Management System (EMS) on locomotives helps us  identify opportunities to save fuel.
211,"('EMS has been implemented in approximately two thirds of our active road  fleet with a target of full implementation by 2025.', 99)",EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.,UnionPacific,EMS has been implemented in approximately two thirds of our active road  fleet with a target of full implementation by 2025.
212,"('We estimate that EMS  will reduce our absolute GHG emissions by 4% annually by 2025.', 99)",We estimate that EMS will reduce our absolute GHG emissions by 4% annually by 2025.,UnionPacific,We estimate that EMS  will reduce our absolute GHG emissions by 4% annually by 2025.
213,"('Additional  management actions have allowed us to further reduce overall  locomotive energy consumption by 1.5% from 2018 to 2020.', 98)",Additional management actions have allowed us to further reduce overall locomotive energy consumption by 1.5% from 2018 to 2020.,UnionPacific,Additional  management actions have allowed us to further reduce overall  locomotive energy consumption by 1.5% from 2018 to 2020.
214,"('In 2020, we estimate that our customers eliminated  approximately 21.9 million metric tons of GHG emissions by choosing  rail over truck transportation.', 99)","In 2020, we estimate that our customers eliminated approximately 21.9 million metric tons of GHG emissions by choosing rail over truck transportation.",UnionPacific,"In 2020, we estimate that our customers eliminated  approximately 21.9 million metric tons of GHG emissions by choosing  rail over truck transportation."
215,"('That’s the equivalent of removing 4.32  million cars from our highways or planting 335 million trees.', 99)",That’s the equivalent of removing 4.32 million cars from our highways or planting 335 million trees.,UnionPacific,That’s the equivalent of removing 4.32  million cars from our highways or planting 335 million trees.
217,"('We replaced 160 light fixtures with LED lights in our Fort Worth locomotive  shop to save annually approximately 425,000 kWh.', 99)","We replaced 160 light fixtures with LED lights in our Fort Worth locomotive shop to save annually approximately 425,000 kWh.",UnionPacific,"We replaced 160 light fixtures with LED lights in our Fort Worth locomotive  shop to save annually approximately 425,000 kWh."
218,"('We completed a similar project  in our North Platte Supply Department, replacing 47 fixtures to save annually  approximately 100,000 kWh.', 99)","We completed a similar project in our North Platte Supply Department, replacing 47 fixtures to save annually approximately 100,000 kWh.",UnionPacific,"We completed a similar project  in our North Platte Supply Department, replacing 47 fixtures to save annually  approximately 100,000 kWh."
219,"('We affirm our ambitious target of a more than 30% reduction in  greenhouse gas emissions related to sales of petroleum prod- ucts (Scope 3 Oil) by 2030 compared to 2015.', 99)",We affirm our ambitious target of a more than 30% reduction in greenhouse gas emissions related to sales of petroleum prod- ucts (Scope 3 Oil) by 2030 compared to 2015.,Total,We affirm our ambitious target of a more than 30% reduction in  greenhouse gas emissions related to sales of petroleum prod- ucts (Scope 3 Oil) by 2030 compared to 2015.
220,"('To that, we add phased targets for reducing methane emissions  (50% from 2020 levels by 2025 and 80% from 2020 levels by  2030) to move towards zero methane and an objective of less  than 0.1 million cubic meters per day for routine gas flaring at  our operated assets by 2025, before eliminating flaring com- pletely by 2030.', 99)","To that, we add phased targets for reducing methane emissions (50% from 2020 levels by 2025 and 80% from 2020 levels by 2030) to move towards zero methane and an objective of less than 0.1 million cubic meters per day for routine gas flaring at our operated assets by 2025, before eliminating flaring com- pletely by 2030.",Total,"To that, we add phased targets for reducing methane emissions  (50% from 2020 levels by 2025 and 80% from 2020 levels by  2030) to move towards zero methane and an objective of less  than 0.1 million cubic meters per day for routine gas flaring at  our operated assets by 2025, before eliminating flaring com- pletely by 2030."
221,"('Excluding the impact of Covid-19.', 100)","otalEnergies is reducing the share of petro- leum products in its sales mix, from 65% in 2015 to 44% in 2021 (excluding the impact of Covid-19), and a targeted 30% in 2030.",Total,Excluding the impact of Covid-19.
222,"('The Company aims to produce 2\xa0TWh per year  of biomethane starting in 2025 and over 5\xa0TWh per year by  2030 worldwide.', 98)",The Company aims to produce 2 TWh per year of biomethane starting in 2025 and over 5 TWh per year by 2030 worldwide.,Total,The Company aims to produce 2 TWh per year  of biomethane starting in 2025 and over 5 TWh per year by  2030 worldwide.
223,"('Growing presence in biogas  • In early 2021, TotalEnergies became a  major player in biogas in France by acquiring  Fonroche Biogaz, with 500 GWh of installed  capacity.', 98)","In early 2021, TotalEnergies became a major player in biogas in France by acquiring Fonroche Biogaz, with 500 GWh of installed capacity.",Total,"Growing presence in biogas  • In early 2021, TotalEnergies became a  major player in biogas in France by acquiring  Fonroche Biogaz, with 500 GWh of installed  capacity."
224,"('The facility will use livestock  manure from dairy farms to produce more  than 40\xa0GWh per year of biomethane; as a  result, 45\xa0kt of CO2e emissions will be avoided  each year.', 98)","The facility will use livestock manure from dairy farms to produce more than 40 GWh per year of biomethane; as a result, 45 kt of CO2e emissions will be avoided each year.",Total,"The facility will use livestock  manure from dairy farms to produce more  than 40 GWh per year of biomethane; as a  result, 45 kt of CO2e emissions will be avoided  each year."
225,"('Développement durable et climat - 2022 Sustainability & Climate 2022 Progress Report  Green hydrogen projects — • TotalEnergies, working with Engie, is developing the  MassHylia green hydrogen project at the La Mède  biorefinery.', 98)","— TotalEnergies, working with Engie, is developing the MassHylia green hydrogen project at the La Mède biorefinery.",Total,"Développement durable et climat - 2022 Sustainability & Climate 2022 Progress Report  Green hydrogen projects — • TotalEnergies, working with Engie, is developing the  MassHylia green hydrogen project at the La Mède  biorefinery."
226,"('It will be supplied by solar and wind farms  with capacity of almost 300\xa0MW.', 99)",It will be supplied by solar and wind farms with capacity of almost 300 MW.,Total,It will be supplied by solar and wind farms  with capacity of almost 300 MW.
227,"('The 125\xa0MW  electrolyzer will produce over 10,000 tons of green  hydrogen a year, meeting the needs of the biorefinery  and reducing its emissions by 140,000\xa0tCO2/year.', 98)","The 125 MW electrolyzer will produce over 10,000 tons of green hydrogen a year, meeting the needs of the biorefinery and reducing its emissions by 140,000 tCO2/year.",Total,"The 125 MW  electrolyzer will produce over 10,000 tons of green  hydrogen a year, meeting the needs of the biorefinery  and reducing its emissions by 140,000 tCO2/year."
228,"('• At the Zeeland refinery, the Company plans to  capture carbon from the steam methane reforming  unit (SMR1) that produces hydrogen from natural gas.', 99)","• At the Zeeland refinery, the Company plans to  capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.",Total,"• At the Zeeland refinery, the Company plans to  capture carbon from the steam methane reforming  unit (SMR1) that produces hydrogen from natural gas."
229,"('It is also developing a 150\xa0MW electrolyzer intended  to be linked to an offshore wind field.', 99)",It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.,Total,It is also developing a 150 MW electrolyzer intended  to be linked to an offshore wind field.
230,"('Climate and sustainable energy, with: • A unit to produce sustainable aviation fuels that emit less  than half the CO2 of their fossil equivalents and incorporate  over 90% waste materials.', 99)",A unit to produce sustainable aviation fuels that emit less than half the CO2 of their fossil equivalents and incorporate over 90% waste materials.,Total,"Climate and sustainable energy, with: • A unit to produce sustainable aviation fuels that emit less  than half the CO2 of their fossil equivalents and incorporate  over 90% waste materials."
231,"('Two 25 MW photovoltaic power plants, equivalent to the elec- tric power needs of 30,000 people.', 100)","Two 25 MW photovoltaic power plants, equivalent to the elec- tric power needs of 30,000 people.",Total,"Two 25 MW photovoltaic power plants, equivalent to the elec- tric power needs of 30,000 people."
232,"('Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom),   Yunlin (Taiwan), five onshore wind projects in France with a  total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity.', 99)","Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom), Yunlin (Taiwan), five onshore wind projects in France with a total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity.",Total,"Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom),   Yunlin (Taiwan), five onshore wind projects in France with a  total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity."
233,"(""The Company's strategy of focusing new oil investments on  low carbon intensity projects also led it to exit from extra  heavy crude oil assets in Venezuela's Orinoco Belt in 2021."", 99)",The Company's strategy of focusing new oil investments on low carbon intensity projects also led it to exit from extra heavy crude oil assets in Venezuela's Orinoco Belt in 2021.,Total,The Company's strategy of focusing new oil investments on  low carbon intensity projects also led it to exit from extra  heavy crude oil assets in Venezuela's Orinoco Belt in 2021.
234,"(""• Even if carbon pricing does not currently apply in all of the  Company's host countries, TotalEnergies includes, as a base  case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the  assumption of a linear increase to $100 per ton as from 2030."", 99)","Even if carbon pricing does not currently apply in all of the Company's host countries, TotalEnergies includes, as a base case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the assumption of a linear increase to $100 per ton as from 2030.",Total,"• Even if carbon pricing does not currently apply in all of the  Company's host countries, TotalEnergies includes, as a base  case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the  assumption of a linear increase to $100 per ton as from 2030."
236,"('•  Decarbonize our electricity purchases   in Europe and the United States   (Scope 2) by 2025.', 95)",Decarbonize our electricity purchases in Europe and the United States (Scope 2) by 2025.,Total,•  Decarbonize our electricity purchases   in Europe and the United States   (Scope 2) by 2025.
237,"('TOWARDS ZERO METHANE EMISSION •  Reduce emissions by 80% from 2020  levels by 2030.', 98)",Reduce emissions by 80% from 2020 levels by 2030.,Total,TOWARDS ZERO METHANE EMISSION •  Reduce emissions by 80% from 2020  levels by 2030.
238,"('•  Maintain methane intensity of operated  gas installations below 0.1%.', 98)",Maintain methane intensity of operated gas installations below 0.1%.,Total,•  Maintain methane intensity of operated  gas installations below 0.1%.
239,"('CAPTURE AND STORE CARBON   FROM OUR FACILITIES •  Develop a CCS capacity of more than  10\xa0Mt/y by 20305.', 98)",Develop a CCS capacity of more than 10 Mt/y by 20305.,Total,CAPTURE AND STORE CARBON   FROM OUR FACILITIES •  Develop a CCS capacity of more than  10 Mt/y by 20305.
240,"('OFFSET RESIDUAL EMISSIONS •  Invest $100 million a year to develop  natural carbon sink capacity of more  than 5\xa0Mt/y by 2030.', 98)",Invest $100 million a year to develop natural carbon sink capacity of more than 5 Mt/y by 2030.,Total,OFFSET RESIDUAL EMISSIONS •  Invest $100 million a year to develop  natural carbon sink capacity of more  than 5 Mt/y by 2030.
241,"('•  Develop a carbon storage offer for our customers with capacity exceeding  10\xa0Mt/year by 20305.', 99)",Develop a carbon storage offer for our customers with capacity exceeding 10 Mt/year by 20305.,Total,•  Develop a carbon storage offer for our customers with capacity exceeding  10 Mt/year by 20305.
242,"('The Company is taking action to: •  Reduce emissions from its operated industrial facilities (Scope 1+2) by over  40% by 2030 and disclose the progress made at its operated and non- operated facilities.', 99)",Reduce emissions from its operated industrial facilities (Scope 1+2) by over 40% by 2030 and disclose the progress made at its operated and non- operated facilities.,Total,The Company is taking action to: •  Reduce emissions from its operated industrial facilities (Scope 1+2) by over  40% by 2030 and disclose the progress made at its operated and non- operated facilities.
243,"('In early 2019, TotalEnergies announced its aim to reduce  emissions from its operated facilities to less than 40\xa0Mt by  2025 and set itself the target of cutting Scope 1&2 net emis- sions (including carbon sinks) for its operated activities by at  least 40% in 2030 relative to 2015.', 99)","In early 2019, TotalEnergies announced its aim to reduce emissions from its operated facilities to less than 40 Mt by 2025 and set itself the target of cutting Scope 1&2 net emis- sions (including carbon sinks) for its operated activities by at least 40% in 2030 relative to 2015.",Total,"In early 2019, TotalEnergies announced its aim to reduce  emissions from its operated facilities to less than 40 Mt by  2025 and set itself the target of cutting Scope 1&2 net emis- sions (including carbon sinks) for its operated activities by at  least 40% in 2030 relative to 2015."
244,"('Our levers The main route to achieving these objectives is developing  emissions reduction projects on our industrial sites, using  the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying  renewable electricity and using CCS for residual emissions.', 99)","Our levers The main route to achieving these objectives is developing emissions reduction projects on our industrial sites, using the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying renewable electricity and using CCS for residual emissions.",Total,"Our levers The main route to achieving these objectives is developing  emissions reduction projects on our industrial sites, using  the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying  renewable electricity and using CCS for residual emissions."
245,"('To  reach our net emissions targets, nature based solutions (NBS1)  will, by 2030, offset some of our emissions (5 to 10\xa0Mt/y).', 98)","To reach our net emissions targets, nature based solutions (NBS1) will, by 2030, offset some of our emissions (5 to 10 Mt/y).",Total,"To  reach our net emissions targets, nature based solutions (NBS1)  will, by 2030, offset some of our emissions (5 to 10 Mt/y)."
246,"('Sustainability & Climate 2022 Progress Report  SCOPE 1 & 2 AT OPERATED FACILITIES In MtCO2e/year 2015 46 41.5 37.0 New  business  (CCGTs) 20209 20219 +\u20096\u2009% -\u200914% -\u200911% 0\u2009 40\u2009 Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to  37.0\xa0 Mt (excluding the impact of Covid) in 2021 thanks to  120\xa0 emissions-reduction initiatives carried out across the  Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom  and the cessation of operations of Grandpuits in France).', 99)",Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to 37.0  Mt (excluding the impact of Covid) in 2021 thanks to 120  emissions-reduction initiatives carried out across the Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).,Total,Sustainability & Climate 2022 Progress Report  SCOPE 1 & 2 AT OPERATED FACILITIES In MtCO2e/year 2015 46 41.5 37.0 New  business  (CCGTs) 20209 20219 + 6 % - 14% - 11% 0  40  Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to  37.0  Mt (excluding the impact of Covid) in 2021 thanks to  120  emissions-reduction initiatives carried out across the  Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom  and the cessation of operations of Grandpuits in France).
247,"('These data include the commissioning of two combined cycle  gas turbine plants.', 99)",These data include the commissioning of two combined cycle gas turbine plants.,Total,These data include the commissioning of two combined cycle  gas turbine plants.
248,"('By 2025, 160 upstream projects and more  than 200\xa0downstream projects will yield reductions  in Scope 1+2 emissions of 2.5\xa0and 4.5\xa0Mt of CO2  respectively.', 93)","By 2025, 160 upstream projects and more 200 downstream projects will yield reductions CO2.",Total,"By 2025, 160 upstream projects and more  than 200 downstream projects will yield reductions  in Scope 1+2 emissions of 2.5 and 4.5 Mt of CO2  respectively."
