,Unnamed: 0,Unnamed: 0.1,sentences,label,past tense
394,394,7,Bridge inspectors examine a railroad bridge adjacent to the Benicia-Martinez Bridge in California.,0,False
395,395,8,Our absolute science-based target requires us to look for ways to  decouple our emissions from our operating business growth model.,0,False
396,396,9,We believe that investment by us and others in  the rail industry is required to develop this technology.,0,True
397,397,10,"Information included in this document, and any  issues identified as important for purposes of this document, may not be considered  material for SEC reporting purposes.",0,True
398,398,11,Gaining better visibility into our climate-related  opportunities and projects will allow us to better  understand the impact of climate change on our  business.,0,False
399,399,12,"The environmental benefits of rail are well documented, and we stand ready to help  our customers achieve their own carbon reduction targets.",0,True
400,400,13,EMS has  been implemented in approximately two thirds of our active road fleet  with a target of full implementation by 2025.,0,True
401,401,14,We are having conversations with current and potential  biodiesel supply chain parties to determine what infrastructure  requirements will be needed to help us achieve our goals.,0,False
402,402,0,We affirm our ambitious target of a more than 30% reduction in greenhouse gas emissions related to sales of petroleum prod- ucts (Scope 3 Oil) by 2030 compared to 2015.,1,True
403,403,1,"To that, we add phased targets for reducing methane emissions (50% from 2020 levels by 2025 and 80% from 2020 levels by 2030) to move towards zero methane and an objective of less than 0.1 million cubic meters per day for routine gas flaring at our operated assets by 2025, before eliminating flaring com- pletely by 2030.",1,False
404,404,2,"otalEnergies is reducing the share of petro- leum products in its sales mix, from 65% in 2015 to 44% in 2021 (excluding the impact of Covid-19), and a targeted 30% in 2030.",1,False
405,405,3,The Company aims to produce 2 TWh per year of biomethane starting in 2025 and over 5 TWh per year by 2030 worldwide.,1,False
406,406,4,"In early 2021, TotalEnergies became a major player in biogas in France by acquiring Fonroche Biogaz, with 500 GWh of installed capacity.",1,True
407,407,5,"The facility will use livestock manure from dairy farms to produce more than 40 GWh per year of biomethane; as a result, 45 kt of CO2e emissions will be avoided each year.",1,True
408,408,6,"— TotalEnergies, working with Engie, is developing the MassHylia green hydrogen project at the La Mède biorefinery.",1,False
409,409,7,It will be supplied by solar and wind farms with capacity of almost 300 MW.,1,True
410,410,8,"The 125 MW electrolyzer will produce over 10,000 tons of green hydrogen a year, meeting the needs of the biorefinery and reducing its emissions by 140,000 tCO2/year.",1,False
411,411,9,"• At the Zeeland refinery, the Company plans to  capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.",1,False
412,412,10,It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.,1,False
413,413,11,A unit to produce sustainable aviation fuels that emit less than half the CO2 of their fossil equivalents and incorporate over 90% waste materials.,1,False
414,414,12,"Two 25 MW photovoltaic power plants, equivalent to the elec- tric power needs of 30,000 people.",1,False
415,415,13,"Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom), Yunlin (Taiwan), five onshore wind projects in France with a total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity.",1,True
416,416,14,The Company's strategy of focusing new oil investments on low carbon intensity projects also led it to exit from extra heavy crude oil assets in Venezuela's Orinoco Belt in 2021.,1,True
417,417,15,"Even if carbon pricing does not currently apply in all of the Company's host countries, TotalEnergies includes, as a base case, a minimum carbon price of $40/ton in its investment cri- teria (or the current price in a given country, if higher), with the assumption of a linear increase to $100 per ton as from 2030.",1,False
418,418,16,Decarbonize our electricity purchases in Europe and the United States (Scope 2) by 2025.,1,False
419,419,17,Reduce emissions by 80% from 2020 levels by 2030.,1,False
420,420,18,Maintain methane intensity of operated gas installations below 0.1%.,1,False
421,421,19,Develop a CCS capacity of more than 10 Mt/y by 20305.,1,False
422,422,20,Invest $100 million a year to develop natural carbon sink capacity of more than 5 Mt/y by 2030.,1,False
423,423,21,Develop a carbon storage offer for our customers with capacity exceeding 10 Mt/year by 20305.,1,False
424,424,22,Reduce emissions from its operated industrial facilities (Scope 1+2) by over 40% by 2030 and disclose the progress made at its operated and non- operated facilities.,1,False
425,425,23,"In early 2019, TotalEnergies announced its aim to reduce emissions from its operated facilities to less than 40 Mt by 2025 and set itself the target of cutting Scope 1&2 net emis- sions (including carbon sinks) for its operated activities by at least 40% in 2030 relative to 2015.",1,True
426,426,24,"Our levers The main route to achieving these objectives is developing emissions reduction projects on our industrial sites, using the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying renewable electricity and using CCS for residual emissions.",1,False
427,427,25,"To reach our net emissions targets, nature based solutions (NBS1) will, by 2030, offset some of our emissions (5 to 10 Mt/y).",1,False
428,428,26,Our progress in 2021 Scope 1+2 emissions decreased from 41.5 Mt in 2020 to 37.0  Mt (excluding the impact of Covid) in 2021 thanks to 120  emissions-reduction initiatives carried out across the Company and portfolio management aligned with our strate- gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).,1,True
429,429,27,These data include the commissioning of two combined cycle gas turbine plants.,1,False
430,430,28,"By 2025, 160 upstream projects and more 200 downstream projects will yield reductions CO2.",1,False
431,431,29,than in Scope 1+2 emissions of 2.5 and 4.5 Mt of CO2 respectively.,1,False
432,432,30,"— In 2020, TotalEnergies decided to aim for net zero emissions for all electricity purchases at its operated sites in Europe by 2025.",1,True
433,433,31,"All In Europe, electricity will be provided by solar farms acquired in Spain in 2020, offering capacity of 5 GW and production of 10 TWh/year by 2025.",1,True
434,434,32,Six TWh/year will be routed to European sites under a PPA2.,1,True
435,435,33,"For the United States, in 2021 the Company acquired a portfolio of 2.2 GW in solar projects and 0.6 GW in battery storage projects to cover 100% of electricity needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.",1,True
436,436,34,It halved its operated methane emissions between 2010 and 2020.,1,True
437,437,35,"In line with the Glasgow agreements, the Company is setting new targets for the cur- rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030.",1,False
438,438,36,The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.,1,False
439,439,37,"In 2021, the decline from the year before linked to reductions in venting came to 6 kt per year (projects in Gabon and the U.K.).",1,True
440,440,38,Leak reduction: annual campaigns to identify and repair leaks at all operated sites will be deployed starting in 2022.,1,True
441,441,39,"In 2021, emissions declined by 4 kt as a result of leak reduction efforts, including a significant upgrade to the OML58 facility in Nigeria.",1,True
442,442,40,"Reductions in flaring: In 2021, the decrease in flaring from 2020 reduced emissions by 1.8 kt per year.",1,False
443,443,41,"From 2010 to Lacq, France, CO2, 2013, TotalEnergies developed a pilot project in involving a complete CCS chain, in which carbon from a steam generator was captured using oxy-combustion technology (a European first) and then transported and stored in a depleted reservoir.",1,True
444,444,42,"TotalEnergies allocated $100  million to CCS research and projects in 2021, and by 2030 it expects to be expanding storage capacity by around 10 Mt annually.",1,True
445,445,43,"— In the Netherlands, the Company is studying a project to capture 900,000 tons/year of CO2 generated   The carbon would then be transported and stored as part of the Aramis project.",1,False
446,446,44,"• In France, in July 2021, TotalEnergies joined with four other industrial companies in the Seine basin to launch development studies for carbon capture and maritime export infrastructure.",1,True
447,447,45,"• In Belgium, the Company and its partners are studying the CO2 Antwerp@C project to collect and transport CO2 emissions from the Antwerp industrial port.",1,False
448,448,46,"In all three cases, the CO2 would be stored in depeleted reservoirs in the North Sea.",1,True
449,449,47,"Developing transport and storage projects —  • In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first large-scale carbon transport and storage project.",1,True
450,450,48,"Approved by the Norwegian government in 2020, the project is currently in the construction phase.",1,True
451,451,49,It will allow industrial emitters in Norway and elsewhere in Europe to store their emissions.,1,False
452,452,50,"• In the Netherlands, TotalEnergies and its partners are studying the Aramis project designed to develop a logistics chain and hub in the port of Rotterdam to transport CO2 to depleted offshore fields, some of which are operated by TotalEnergies.",1,False
453,453,51,"• In the United Kingdom, the Company is working with its partners on the Northern Endurance Partnership transport and storage project, which aims to decarbonize the Teesside and Humberside industrial regions.",1,False
454,454,52,of by the Zeeland refinery’s hydrogen plant as 2026.,1,False
455,455,53,"Backed by an average annual budget of $100 million between 2020 and 2030, TotalEnergies aims to build up a stock of 100 million credits1 and develop the annual capacity to produce at least 5 million credits a year as from 2030.",1,True
456,456,54,"As of end-2021, TotalEnergies’ stock stood a little under 7 million certified credits.",1,True
457,457,55,"Under the agreement, more than 15 Mt of CO2 equivalent will be prevented over ten years.",1,True
458,458,56,"— Since 2021, TotalEnergies and CIMA (Centro de Conservation, Investigacion y Manejo de Areas Naturales), a Peru-based NGO, have been working together in the Peruvian Amazon to fund projects for preserving the primary forest in Cordilleria Azul National Park, which spans 1.35 million hectares and is included on the IUCN Green List.",1,True
459,459,57,"— In March 2021, TotalEnergies and Forêt Ressources Management signed a partnership agreement with the Republic of the Congo for a large-scale, inclusive agroforestry management project that will sequester more than 10 Mt of CO2.",1,True
460,460,58,"In support of the European Union’s ambitions on the path toward carbon neutrality and in light of Europe’s weight in its Scope 3 emissions in 2015 (256  Mt out of 410  Mt), the Company has set a specific target of reducing its Scope 1+2+3 emissions in Europe by 30% in absolute terms over the same period, as the reduction in sales of petroleum products will focus particularly on Europe.",1,True
461,461,59,"Our objectives for 2030 TotalEnergies has set a target for 2030 of reducing its global Scope 3 emissions – i.e., those from the energy products used by our customers – to below 2015 levels, even though over the same period the Company plans to produce and sell 30% more energy products due, in particular, to growth in sales of elec- tricity and LNG.",1,True
462,462,60,"Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.",1,True
463,463,61,"Deployment of charging infrastructure • 150,000 charge points worldwide by 2025.",1,False
464,464,62,• 300 service stations on motorways and major roads and 600 urban service stations with high power chargers (HPC) by 2030 to support e-mobility travel in Europe.,1,False
465,465,63,"Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.",1,True
466,466,64,"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.",1,False
467,467,65,"The batteries produced by ACC will power nearly one million EVs a year, or 10% of the European market.",1,False
468,468,66,"The Company’s goal is to provide its customers with storage capacity of more than 10 Mt CO2/year by 2030, with the ambi- tion of lifting capacity to more than 50 Mt CO2/year by 2050.",1,False
469,469,67,March 2021: TotalEnergies signs CPPAs with Microsoft (47 MW) and Orange (100 GWh/year) that include construction of dozens of solar power plants across France.,1,False
470,470,68,"July 2021: The Company signs two CPPAs, one with Air Liquide (50 GWh/year of renewable power over 15 years in Belgium) and the other with Amazon (474 MW of renewable power generation capacity in the U.S. and Europe).",1,False
471,471,69,"In support of those commitments by the European Commis- sion, it has set a target in Europe of reducing Scope 1+2+3 emissions by 30% between 2015 and 2030.",1,True
472,472,70,Emissions from operated facilities have declined by approxi- mately 20% since 2015.,1,True
473,473,71,This includes 4 Mt of emissions from CCGT power plants following the implementation of the Com- pany’s new strategy in electricity to have flexible generation capacity; the decline for operated oil & gas activities actually came to 30%.,1,True
474,474,0,"The TRIR has been falling steadily since 2015,  and fell to 0.73 in 2021.",0,True
475,475,1,"Evaluating Our Priorities and Setting  Our Objectives TotalEnergies assesses its impacts and stakeholders'  expectations across the entire value chain, and takes suppliers  into account as well (see p. 72).",0,False
476,476,2,"Fighting Tax Evasion  TotalEnergies pays its fair share of taxes, in compliance with  current laws and treaties and in accordance with its Code of  Conduct.",0,False
477,477,3,Comprising 12 major national and  Navigating the energy transition and capping global warming are global  challenges.,0,False
478,478,4,"Government policies to promote carbon  neutrality are boosting demand for these renewable products,  especially in Europe.",0,False
479,479,5,The Company supports its  employees by giving them the resources they need to make  this transformation an opportunity for their own development.,0,False
480,480,6,"In January 2022, the Company rounded out its biodiversity  commitments by setting a target of zero net deforestation for  each of its new projects at new sites.",0,True
481,481,7,The second concerns  indirect emissions and aims to encourage and help suppli- ers reduce their own emissions.,0,False
482,482,8,"• Number of incidents and disciplinary actions: Around  360 incidents involving fraud, corruption or influence  peddling were recorded, leading to more than 110  disciplinary actions, up to and including dismissal.",0,True
483,483,9,"Nearly 10,000 positions (excluding Hutchinson) open to mobile candidates  were posted in 2021.",0,True
484,484,10,Développement durable et climat - 2022 Sustainability & Climate 2022 Progress Report  Reducing the TotalEnergies LNG  value chain's emissions intensity  — This growth requires an exemplary strategy for  greenhouse gas emissions.,0,False
485,485,11,"The CO2  associated with that natural gas, known as native  CO2, is isolated and injected into the subsurface.",0,True
486,486,12,The sudden end to oil that  some dream of would not be possible or desirable given the  current state of demand.,0,False
487,487,13,"In 2021, investments in  renewables and electricity represented 25% of total invest- ments, or more than $3 billion, versus less than 5% in 2015.",0,True
488,488,14,The Company also  issues a fiscal transparency report that provides additional  information on the income and other taxes paid in its main  host countries in order to give its stakeholders a fuller and  more pertinent view of its tax situation.,0,False
489,489,15,•  Our employees are invited to attend an e-learning  module and take part in a collaborative process to  learn more about the Sustainable Development Goals.,0,True
490,490,16,This happened in Kazakh- stan during a scheduled annual inspection of an electrical  transformer.,0,True
491,491,17,• On-ramps to the workplace.,0,False
492,492,18,"All of  these practices have been implemented at the CLOV site in  Angola, Moho-Nord in the Republic of the Congo and Egina in  Nigeria.",0,True
493,493,19,"The pro- gram focuses on four priority areas aligned with  TotalEnergies' history, businesses and values: • Inclusion and Education • Road Safety  • Climate, Coastal Areas and Oceans • Cultural Dialogue and Heritage    TotalEnergies Is Committed to Supporting  Young People Around the world, youth unemployment and job insecurity  have worrying human and economic consequences.",0,False
494,494,20,"Besides being low  carbon themselves, they offer the considerable advantage of  recycling CO2.",0,False
495,495,21,- 36 37 Antwerp refinery Zealand refinery Aramis Depleted fields operated  by TotalEnergies Phase 1: 2.5 Mt CO2/year in 2026 Phase 2: +5.5 Mt CO2/year in 2030 Normandy refinery Storage Shipping Pipeline Hub* Capture  (blue hydrogen projects  for our refineries) * Collection center for CO2   from several capture facilities Northern Lights (execution phase) Phase 1: 1.5 Mt CO2/year in 2024 Phase 2: +3.5 Mt CO2/year Northern Endurance (partnership) Phase 1: 4 Mt CO2/year in 2026 Capturing and Storing  Carbon at Our Facilities  he Company has been contributing to the devel- opment of CCS solutions in the Norwegian  Sea since 1996 to reduce emissions from the  Sleipner2 and Snøhvit natural gas fields.,0,True
496,496,22,"The use of coal would be virtually eliminated in 2050 and  capacity for renewables would rise eightfold (20 for solar and  wind, 2.7 for hydroelectricity).",0,True
497,497,23,"Our busi- ness strategy, like our net zero ambition, is part of a transition  dynamic that involves society as a whole.",0,False
498,498,24,"The goal is to combine and  balance the value of agricultural and forestry revenues with  the value of co-benefits for the population, soil, biodiversity,  and the water cycle and that of carbon credits.",0,False
499,499,25,It aims to produce 100 kt as from 2025.,0,False
500,500,26,This  has been possible thanks to the Company’s very good funda- mentals and consistently solid balance sheet.,0,True
501,501,27,"TotalEnergies, with the support of the Iraqi authorities,  on the one hand will invest in installations to recover  gas that is being flared on three oil fields and supply  gas to 1.5 GW of power generation capacity in  a first phase growing to 3 GW in a second phase, and,  on the other hand, will develop 1 GWp of solar electricity  generation capacity to supply the Basra regional grid.",0,False
502,502,28,"Given the size of the Company and the adopted development  model using partnership to develop its strategy in the electricity  and renewables sector, the proportional view is more relevant  for TotalEnergies than the consolidated view.",0,True
503,503,29,Ramsar site: A wetland site  designated to be of international importance under the Ramsar convention.,0,False
504,504,30,The Company is  even more resolute in implementing the transformation and  initiatives required to address the climate challenge (see p. 32).,0,False
505,505,31,"Iraq, a country rich  in natural resources, is indeed experiencing electricity  shortages while it faces a sharp increase in demand  from the population.",0,False
506,506,32,"Including service stations, B2B sites and government concessions.",0,False
507,507,33,"Of the 400 positions at Grandpuits and the  associated Gargenville depot, 250 will be maintained.",0,True
508,508,34,"- 0 6 07 Governance:  A Board of Directors  on the Front Line MESSAGE FROM MARIE-CHRISTINE COISNE-ROQUETTE, Lead Independent Director and Chairwoman of the Governance and Ethics Committee orporate stakeholders have increas- ingly high expectations concern- ing sustainable development.",0,False
509,509,35,The Company anticipates  an energy efficiency gain of around 30% across the  pilot unit’s production chain.,0,False
510,510,36,"In France, where it is headquartered, TotalEnergies entered  into the Tax Partnership with the French authorities for  greater transparency, dialogue and trust as soon as it was  launched.",0,True
511,511,37,"The Company has set three priorities to take  care of the planet's resources: preserving biodiversity, protecting water resources  and practicing circular resource management.",0,True
512,512,38,- 52 53 The Covid-19 pandemic has had a profound impact on our communities since the  start of 2020.,0,True
513,513,39,"These biofuels can  already be used as a drop-in fuel with standard jet fuel up to  50%, without any need to modify existing logistics infrastruc- ture, aircraft or engines.",0,True
514,514,40,"Restricted  scope + Brazil, Colombia, Israel, United Arab Emirates, Peru, Thailand, Malaysia and Vietnam.",0,True
515,515,41,"• Demand for natural gas would stand at 29 Mboe/day, down  57% from 2019.",0,False
516,516,42,"Supporting the Redevelopment of Sites in  Transition While Boosting the Local Job Market  The energy transition is also driving changes on our markets,  to which our production infrastructure, particularly in Europe,  will need to adapt.",0,False
517,517,43,"Climate and Sustainable Energy Reducing our Scope 3 emissions 2021 HIGHLIGHTS Residential, Commercial  and Industrial Uses",0,False
518,518,44,"In particular, in the upstream segment, TotalEnergies has the  lowest production cost per barrel and the lowest carbon inten- sity per barrel of oil equivalent (operated Scope 1+2) among  its peers, at around $5/boe and 17 kg CO2/boe, respectively.",0,True
519,519,45,TotalEnergies will not explore for oil in  the Arctic Sea ice and will not approve any capacity increases  in Canada's oil sands.,0,False
520,520,46,These forward- looking statements may prove to be inaccurate in the future and are subject  to a number of risk factors.,0,False
521,521,47,FEEDSTOCK MARKETS GRANDPUITS Waste (animal fats  and recycled  cooking oils) Pretreatment Hydrotreatment Biofuel Storage Aviation  (SAF) Plastics Medical and  food grade  plastics Steam cracker Polymerization PLA TACoil Solar panels Lactide Polymerization Pyrolysis Lactic acid Plastics waste GARGENVILLE TOTALENERGIES  PETROCHEMICAL  PLANTS Electricity Solar  energy GRANDPUITS – GARGENVILLE  FOUR DECARBONIZED INDUSTRIAL ACTIVITIES,0,False
522,522,48,"In 2014, for example, it helped launch the Oil & Gas  Climate Initiative (OGCI).",0,True
523,523,49,• Host territories Support small and mid-sized  enterprises in their local growth  and international development.,0,False
524,524,50,"27 Mt on an equity share basis, 37 Mt of CO2e on a 100% share basis.",0,False
525,525,51,(f) CDP Water indicator: freshwater withdrawals in areas with water stress (based on WRI’s BWS indicator) out of all of the Company’s water withdrawals.,0,False
526,526,52,The teams can directly  access these data and integrate them seamlessly in  operational decisions.,0,False
527,527,53,This is not the major- ity (around 15%) but should be reduced as  a priority.,0,True
528,528,54,"The Compa- ny is undergoing a profound transformation to get to net zero  by 2050, together with society.",0,False
529,529,55,"Sustainability & Climate 2022 Progress Report  Together With Our Partners  Review of affiliations based on   six key principles — • Scientific position: TotalEnergies recognizes the link  established by science between human activities,  in particular the use of fossil fuels, and climate change.",0,False
530,530,56,"For additional investments in existing assets (brown- field projects), the investment will have to lower the Scope  1+2 emissions intensity of the asset in question.",0,False
531,531,57,"In five years, the Company has invested more  than $10 billion, primarily in photovoltaic electric- ity and offshore wind, for an average of $2 billion  per year.",0,True
532,532,58,"TotalEnergies is staking out a position in this market, nota- bly to help decarbonize the aviation industry with sustainable   liquid fuels.",0,False
533,533,59,Fighting Corruption TotalEnergies is exposed to corruption risks due to its pres- ence in certain countries that have a high perceived level of  corruption according to the index drawn up by Transparency  International.,0,True
534,534,60,Indicators for measuring our emissions  Scope 1 Scope 1 emissions are direct emissions of greenhouse gases  from a company’s sites or activities.,0,False
535,535,61,BASING CALCULATIONS ON THE LARGEST VOLUME   IN EACH VALUE CHAIN 2021 - Scope 3 emissions: 400 Mt CO2e1 Midstream Production  Sales Oil 1.3 Mb/d (185 Mt CO2e) Refining 1.2 Mb/d (145 Mt CO2e) Oil products 2.0 Mb/d  285 MtCO2e Natural gas1  1.1 Mboe/d (115 Mt CO2e) Liquefaction 0.5 Mboe/d (45 Mt CO2e) Third party long term  LNG purchases 0.4 Mboe/d (40 Mt CO2e) LNG+ Marketing  BtB/BtC 1.1 Mboe/d 115 MtCO2e,0,False
536,536,62,"TotalEnergies’ CCS projects are helping to reduce its own  emissions, but via additional available capacity, they will also  help it develop services for transporting and storing carbon on  behalf of industrial customers intent on reducing their emis- sions.",0,False
537,537,63,"), as defined by the API 754 (for down- stream) and IOGP 456 (for upstream) standards.",0,False
538,538,64,"In 2021, eight biodiversity action  plans (BAPs) were rolled out or under preparation.",0,True
539,539,65,"In 2021, despite the  pandemic, more than 5,400 employees took advantage  of the program and more than 8,000 initiatives were  carried out (for a total of 2,900 paid workdays).",0,True
540,540,66,"Working for a just transition, together with our  stakeholders Since our climate ambition is intrinsically linked to our sustain- able development ambition, you will also find a discussion of  our efforts to have a positive impact, initiated with our stake- holders, based on dialogue and transparency.",0,True
541,541,67,"The IEA’s NZE scenario  —  In its 1.5°C scenario, the IEA is aiming for carbon  neutrality by 2050, which requires a 39% reduction in  net emissions from energy between 2015 and 2030  (from 34 to 21 billion tons of CO2e).",0,False
542,542,68,"In 2021,  this partnership gave the Company access to data on the  sensitivity of watersheds near its operations.",0,True
543,543,69,"Using less energy Improving energy efficiency means reducing the quantity of  energy used to produce a given amount of energy, so emis- sions are reduced as well.",0,True
544,544,70,"The Company is also engaged in other international initiatives  involving the private and public sectors: • for stopping the routine flaring of gases associated with oil  production, with the World Bank’s “Zero Routine Flaring by  2030” initiative;  • for enhanced transparency, taking into account the recom- mendations of the G20 Financial Stability Board on climate,  and of the Task Force on Climate-related Financial Disclosures  (TCFD), or the investors’ consortium Climate Action 100+ ; • for the development of new energy start-ups, since 2017,  within the Breakthrough Energy Coalition (BEC), a group of  investors created by Bill Gates in 2015, and since 2016 with- in Breakthrough Energy Ventures, a $1 billion fund created in  2016 by the BEC; • to reduce methane emissions, as a member of the United  Nations Development Programme’s Oil & Gas Methane Part- nership (OGMP) since 2014 (see p. 34).",0,True
545,545,71,"Delivering Expected Performance  to Our Shareholders  The confidence of TotalEnergies’ shareholders is reflected in a  steady and strong base of individual shareholders, employee  shareholders and institutional investors, whose number has  grown significantly in the past few years.",0,True
546,546,0,"Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.",1,False
547,547,1,"For aim 1, which encompasses our Scope 1 and 2 emissions from our operations, we now aim to reduce emissions by 50% by 2030, compared with our previous aim of 30-35%, on the way to being net zero by 2050 or sooner.",1,True
548,548,2,"For aim 3, we are aiming to reduce to net zero the lifecycle emissions for energy products we sell by 2050 or sooner – up from the previous aim of a 50% reduction in their average emissions intensity.",1,False
549,549,3,This aim now includes physically traded energy products and marketed sales.,1,True
550,550,4,For 2030 we are now aiming for a 15- 20% reduction in the lifecycle carbon intensity of these products against the 2019 baseline.,1,False
551,551,5,"Divestments are, and continue to be, an important part of our strategy.",1,False
552,552,6,They enable us to strengthen our balance sheet and high-grade or diversify our portfolio.,1,False
553,553,7,"They will also help bp to create a resilient, lower cost and lower carbon oil, gas and refining portfolio that is smaller but high quality.",1,False
554,554,8,"For aim 1, divestments contribute to reducing our operational emissions.",1,False
555,555,9,"Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",1,True
556,556,10,The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,1,False
557,557,11,"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",1,True
558,558,12,"Scope 1 (direct) emissions, covered by aim 1, were 33.2MtCO2e in 2021, a decrease of 20% from 41.7MtCO2e in 2020.",1,True
559,559,13,Of those Scope 1 emissions 32.0MtCO2e were from CO2 and 1.1MtCO2e from methanec.,1,True
560,560,14,"Emissions decreased due to divestments, delivery of SERs and other permanent operational changes.",1,True
561,561,15,"Scope 2 (indirect) emissions decreased by 1.4MtCO2e, to 2.4MtCO2e in 2021, a 37% reduction compared with 2020.",1,True
562,562,16,"This decrease resulted from lower carbon power agreements, including at our Gelsenkirchen site, and the divestment of our petrochemicals business at the end of 2020.",1,True
563,563,17,"In 2021 compared with 2020: • Divestments accounted for 9.3MtCO2e of the Scope 1 and Scope 2 emissions decrease including the divestment of our operations in Alaska, our petrochemicals business and bpx energy divestments.",1,True
564,564,18,• The delivery of SERs reduced Scope 1 and 2 emissions by 1.6MtCO2e (in addition to the 1MtCO2e delivered in 2020).,1,True
565,565,19,• Other permanent reductions in 2021 included the repurposing of Kwinana refinery (0.7 MtCO2e.,1,True
566,566,20,reduction) and cessation of production at Foinaven FPSO (0.2 MtCO2e.,1,False
567,567,21,"• Temporary production-related changes accounted for an increase of 1.1MtCO2e associated with higher activity levels, particularly in refining, and temporary flaring increases in 2021.",1,True
568,568,22,• Total hydrocarbons flared increased from 831kt to 967kt in 2021 due to operational variances including temporary flaring associated with a new production start-up.,1,True
569,569,23,SERs across our business and activities in 2021 included: • Gelsenkirchen refinery and chemicals facility reduced its Scope 2 emissions from purchased electricity by 520ktCO2e through new lower carbon power agreements.,1,True
570,570,24,"• Our Azerbaijan, Georgia, Turkey (AGT) region delivered reductions of 118ktCO2e including 36ktCO2e from waste heat recovery modifications.",1,False
571,571,25,• Oman delivered further reductions of 65ktCO2e through green completions and 28ktCO2e through well-testing without flaring.,1,True
572,572,26,Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,1,False
573,573,27,"The estimated Scope 3 emissions from the carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of approximately 7% from 328MtCO2 in 2020, mainly associated with portfolio changes, including divestments and existing field decline.",1,True
574,574,28,Our aim 3 is to reduce to net zero the carbon intensity of the energy products we sell by 2050 or sooner.,1,False
575,575,29,"In 2021, the average carbon intensity of bp’s marketing sales of energy products remained at 79gCO2e/MJb, as in 2019 and 2020.",1,True
576,576,30,"Our aim 4 is to install methane measurement at all our existing major oil and gas processing sites by 2023, publish the data, and then drive a 50% reduction in methane intensitya of our operations.",1,False
577,577,31,"We completed the formation of a 50-50 strategic US offshore wind partnership with Equinor to jointly develop up to 4.4GW generating capacity from two major lease areas off the US East Coast through two projects, Empire Wind and Beacon Wind.",1,True
578,578,32,"In the UK, bp and 50-50 partner EnBW were jointly selected as the preferred bidders for two 60-year leases in the UK’s first offshore wind leasing round in a decade – development of these projects, Morgan and Mona, is expected to add up to 3GW offshore wind capacity in the UK.",1,True
579,579,33,"In January 2022, together with EnBW, we were awarded a lease option to develop a major offshore wind project around 60km offshore from Aberdeen, Scotland.",1,True
580,580,34,"This project, to be known as Morven, will have a potential generating capacity of around 2.9GW, sufficient to power more than three million homes.",1,False
581,581,35,"Lightsource bp is further accelerating growth, now targeting up to 25GW by 2025 and will be exclusively developing a potential 9GW solar pipeline for bp following the acquisition of 7X Energy in 2021.",1,False
582,582,36,"In June 2021, Vendima, five flagship Lightsource bp solar projects, began commercial operations in Zaragoza, Spain.",1,True
583,583,37,"The five-project cluster has a total capacity to provide around 250MWp of solar energy, producing electricity which is the equivalent of powering over 107,000 homes.",1,False
584,584,38,We also identified several new projects and continued to explore new opportunities across multiple geographies.,1,True
585,585,39,"In the UK, we have made several recent announcements, including our plan to build a hydrogen production facility at Teesside in the North East of England, intended to deliver up to 1GW of blue hydrogen by 2030, and the HyGreen Teesside project targeting 60MWe of green hydrogen production by 2025.",1,True
586,586,40,In HyGreen Teesside could deliver up to 500MW of low carbon electrolytic- enabled hydrogen production by 2030.,1,False
587,587,41,"We are aiming to start production by 2025, with an initial phase of some 60MWe of installed hydrogen production capacity.",1,False
588,588,42,"Together with H2Teesside, which has the capacity to deliver a planned 1GW CCS-enabled blue hydrogen, bp projects could deliver 30% of the UK government’s 5GW hydrogen target.",1,False
